id_hecho,n_victimas,fecha,franja_horaria,direccion_normalizada,comuna,longitud,latitud,victima,acusado,rol,sexo,edad,gravedad,dia_semana
2020-0038,2,2020-08-30,4.0,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO,AUTO,CONDUCTOR,masculino,64.0,fatal,Sunday
2020-0039,1,2020-09-01,19.0,MURGUIONDO,9,.,.,PEATON,CARGAS,PEATON,masculino,44.0,fatal,Tuesday
2020-0040,1,2020-09-12,3.0,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,AUTO,OBJETO FIJO,CONDUCTOR,masculino,,fatal,Saturday
2020-0041,1,2020-09-28,1.0,"CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,MOTO,PASAJEROS,CONDUCTOR,masculino,34.0,fatal,Monday
2020-0042,1,2020-09-29,17.0,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON,PASAJEROS,PEATON,femenino,53.0,fatal,Tuesday
2020-0043,1,2020-09-30,17.0,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON,PASAJEROS,PEATON,masculino,64.0,fatal,Wednesday
2020-0044,1,2020-10-05,0.0,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO,AUTO,CONDUCTOR,masculino,43.0,fatal,Monday
2020-0045,1,2020-10-19,3.0,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,CARGAS,CONDUCTOR,masculino,50.0,fatal,Monday
2020-0046,1,2020-10-27,21.0,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO,MOTO,CONDUCTOR,masculino,41.0,fatal,Tuesday
2020-0047,1,2020-10-27,14.0,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON,CARGAS,PEATON,masculino,15.0,fatal,Tuesday
2020-0048,1,2020-10-29,20.0,DORREGO AV. 614,15,-58.44958780,-34.59322448,MOTO,OBJETO FIJO,CONDUCTOR,masculino,41.0,fatal,Thursday
2020-0049,1,2020-10-30,20.0,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON,AUTO,PEATON,masculino,36.0,fatal,Friday
2020-0050,1,2020-11-01,22.0,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,MOTO,PEATON,femenino,28.0,fatal,Sunday
2020-0051,1,2020-11-05,0.0,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO,AUTO,CONDUCTOR,masculino,49.0,fatal,Thursday
2020-0052,1,2020-11-07,6.0,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA,CARGAS,CICLISTA,masculino,44.0,fatal,Saturday
2020-0053,1,2020-11-09,3.0,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,masculino,27.0,fatal,Monday
2020-0054,1,2020-11-19,9.0,INCLAN y ALBERTI,4,-58.39956546,-34.62977080,BICICLETA,AUTO,CICLISTA,masculino,59.0,fatal,Thursday
2020-0055,1,2020-11-19,12.0,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,PEATON,CARGAS,PEATON,masculino,91.0,fatal,Thursday
2020-0056,1,2020-11-21,13.0,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO,CARGAS,CONDUCTOR,femenino,34.0,fatal,Saturday
2020-0057,1,2020-11-23,7.0,"NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON,AUTO,PEATON,masculino,84.0,fatal,Monday
2020-0058,1,2020-11-24,16.0,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON,AUTO,PEATON,masculino,57.0,fatal,Tuesday
2020-0059,1,2020-12-01,6.0,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON,PASAJEROS,PEATON,femenino,49.0,fatal,Tuesday
2020-0060,1,2020-12-03,20.0,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON,MOTO,PEATON,femenino,69.0,fatal,Thursday
2020-0061,1,2020-12-03,14.0,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO,CARGAS,CONDUCTOR,masculino,45.0,fatal,Thursday
2020-0062,1,2020-12-04,17.0,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS,CICLISTA,masculino,47.0,fatal,Friday
2020-0063,2,2020-12-05,7.0,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,PEATON,masculino,38.0,fatal,Saturday
2020-0063,2,2020-12-05,7.0,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,PASAJERO_ACOMPAÑANTE,masculino,21.0,fatal,Saturday
2020-0065,1,2020-12-05,16.0,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,AUTO,CONDUCTOR,masculino,24.0,fatal,Saturday
2020-0066,1,2020-12-07,4.0,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,CONDUCTOR,masculino,27.0,fatal,Monday
2020-0067,1,2020-12-11,22.0,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PASAJEROS,PEATON,masculino,51.0,fatal,Friday
2020-0068,1,2020-12-12,20.0,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO,AUTO,CONDUCTOR,masculino,71.0,fatal,Saturday
2020-0069,1,2020-12-15,5.0,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,masculino,25.0,fatal,Tuesday
2020-0070,1,2020-12-17,15.0,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON,PASAJEROS,PEATON,femenino,81.0,fatal,Thursday
2020-0071,1,2020-12-17,23.0,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON,AUTO,PEATON,masculino,4.0,fatal,Thursday
2020-0072,1,2020-12-19,3.0,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA,AUTO,CICLISTA,masculino,42.0,fatal,Saturday
2020-0073,1,2020-12-20,7.0,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,masculino,56.0,fatal,Sunday
2020-0074,1,2020-12-20,21.0,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO,AUTO,CONDUCTOR,masculino,39.0,fatal,Sunday
2020-0075,1,2020-12-23,14.0,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON,PASAJEROS,PEATON,masculino,23.0,fatal,Wednesday
2020-0076,1,2020-12-24,12.0,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO,PASAJEROS,CONDUCTOR,femenino,78.0,fatal,Thursday
2020-0077,2,2020-12-25,6.0,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO,CONDUCTOR,femenino,30.0,fatal,Friday
2020-0077,2,2020-12-25,6.0,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,femenino,24.0,fatal,Friday
2020-0078,1,2020-12-25,5.0,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS,CICLISTA,masculino,26.0,fatal,Friday
2020-0079,1,2020-12-27,4.0,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,CONDUCTOR,masculino,28.0,fatal,Sunday
2021-0001,1,2021-01-06,18.0,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO,AUTO,CONDUCTOR,masculino,36.0,fatal,Wednesday
2021-0002,1,2021-01-07,10.0,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO,CARGAS,CONDUCTOR,femenino,47.0,fatal,Thursday
2021-0003,1,2021-01-10,7.0,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,CONDUCTOR,masculino,27.0,fatal,Sunday
2021-0004,1,2021-01-11,9.0,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON,CARGAS,PEATON,femenino,61.0,fatal,Monday
2021-0005,1,2021-01-11,21.0,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON,AUTO,PEATON,masculino,73.0,fatal,Monday
2021-0006,1,2021-01-12,21.0,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,femenino,23.0,fatal,Tuesday
2021-0007,1,2021-01-18,10.0,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO,MOTO,CONDUCTOR,masculino,84.0,fatal,Monday
2021-0008,1,2021-01-22,23.0,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PASAJEROS,PEATON,masculino,28.0,fatal,Friday
2021-0009,1,2021-01-23,5.0,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO,CONDUCTOR,masculino,31.0,fatal,Saturday
2021-0010,1,2021-01-23,8.0,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,AUTO,CONDUCTOR,masculino,28.0,fatal,Saturday
2021-0011,1,2021-01-27,1.0,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON,AUTO,PEATON,masculino,21.0,fatal,Wednesday
2021-0012,1,2021-01-29,20.0,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON,AUTO,PEATON,masculino,,fatal,Friday
2021-0013,1,2021-01-31,6.0,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO,CONDUCTOR,masculino,41.0,fatal,Sunday
2021-0014,1,2021-02-02,0.0,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON,AUTO,PEATON,masculino,28.0,fatal,Tuesday
2021-0015,1,2021-02-06,3.0,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.59724990,MOTO,OBJETO FIJO,CONDUCTOR,masculino,26.0,fatal,Saturday
2021-0016,1,2021-02-14,5.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO,CONDUCTOR,masculino,22.0,fatal,Sunday
2021-0017,1,2021-02-17,4.0,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO,PASAJEROS,CONDUCTOR,masculino,33.0,fatal,Wednesday
2021-0018,1,2021-02-20,19.0,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON,AUTO,PEATON,masculino,36.0,fatal,Saturday
2021-0019,1,2021-02-21,1.0,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO,CONDUCTOR,masculino,30.0,fatal,Sunday
2021-0020,1,2021-02-21,15.0,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON,CARGAS,PEATON,femenino,,fatal,Sunday
2021-0021,1,2021-02-26,5.0,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO,CONDUCTOR,masculino,39.0,fatal,Friday
2021-0022,1,2021-02-28,12.0,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS,,PASAJERO_ACOMPAÑANTE,masculino,68.0,fatal,Sunday
2021-0023,1,2021-03-01,9.0,"Diogenes Taborda 1178, Nueva Pompeya",4,-58.408791,-34.652732,MOTO,CARGAS,CONDUCTOR,masculino,24.0,fatal,Monday
2021-0024,1,2021-03-03,16.0,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA,CARGAS,CICLISTA,masculino,5.0,fatal,Wednesday
2021-0025,1,2021-03-11,3.0,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO,OTRO,CONDUCTOR,masculino,37.0,fatal,Thursday
2021-0026,1,2021-03-15,2.0,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,CONDUCTOR,masculino,36.0,fatal,Monday
2021-0027,1,2021-03-16,15.0,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO,CARGAS,CONDUCTOR,femenino,19.0,fatal,Tuesday
2021-0028,1,2021-03-29,17.0,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON,PASAJEROS,PEATON,masculino,,fatal,Monday
2021-0029,1,2021-03-31,18.0,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO,AUTO,CONDUCTOR,masculino,26.0,fatal,Wednesday
2021-0030,1,2021-04-03,18.0,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON,PASAJEROS,PEATON,masculino,36.0,fatal,Saturday
2021-0031,1,2021-04-07,10.0,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON,CARGAS,PEATON,femenino,68.0,fatal,Wednesday
2021-0032,1,2021-04-10,19.0,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON,MOTO,PEATON,masculino,60.0,fatal,Saturday
2021-0033,1,2021-04-14,17.0,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO,CONDUCTOR,masculino,33.0,fatal,Wednesday
2021-0034,1,2021-04-19,14.0,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,femenino,26.0,fatal,Monday
2021-0035,1,2021-05-03,9.0,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO,CARGAS,CONDUCTOR,masculino,24.0,fatal,Monday
2021-0036,1,2021-05-09,6.0,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO,CONDUCTOR,masculino,36.0,fatal,Sunday
2021-0037,1,2021-05-11,7.0,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON,PASAJEROS,PEATON,femenino,58.0,fatal,Tuesday
2021-0038,1,2021-05-14,11.0,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO,CARGAS,CONDUCTOR,femenino,44.0,fatal,Friday
2021-0039,1,2021-05-15,12.0,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA,AUTO,CICLISTA,masculino,86.0,fatal,Saturday
2021-0040,1,2021-05-20,5.0,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO,AUTO,CONDUCTOR,masculino,27.0,fatal,Thursday
2021-0041,1,2021-05-20,8.0,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON,PASAJEROS,PEATON,masculino,75.0,fatal,Thursday
2021-0042,1,2021-05-21,5.0,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON,PASAJEROS,PEATON,masculino,39.0,fatal,Friday
2021-0043,1,2021-05-22,18.0,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON,AUTO,PEATON,masculino,50.0,fatal,Saturday
2021-0044,1,2021-05-25,2.0,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,masculino,21.0,fatal,Tuesday
2021-0045,1,2021-05-26,17.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MULTIPLE,CONDUCTOR,masculino,22.0,fatal,Wednesday
2021-0046,1,2021-05-31,2.0,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,masculino,20.0,fatal,Monday
2021-0047,1,2021-06-02,16.0,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO,AUTO,CONDUCTOR,masculino,59.0,fatal,Wednesday
2021-0048,1,2021-06-03,9.0,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA,AUTO,CICLISTA,masculino,44.0,fatal,Thursday
2021-0049,1,2021-06-03,20.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO,AUTO,CONDUCTOR,masculino,74.0,fatal,Thursday
2021-0050,1,2021-06-10,13.0,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO,PASAJEROS,CONDUCTOR,masculino,56.0,fatal,Thursday
2021-0051,1,2021-06-15,19.0,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS,PEATON,masculino,73.0,fatal,Tuesday
2021-0052,1,2021-06-20,5.0,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,femenino,19.0,fatal,Sunday
2021-0053,1,2021-06-20,12.0,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON,BICICLETA,PEATON,masculino,58.0,fatal,Sunday
2021-0054,1,2021-06-22,14.0,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO,CARGAS,CONDUCTOR,masculino,41.0,fatal,Tuesday
2021-0055,1,2021-06-29,12.0,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,masculino,47.0,fatal,Tuesday
2021-0056,1,2021-07-09,23.0,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA,AUTO,CICLISTA,masculino,60.0,fatal,Friday
2021-0057,1,2021-07-10,23.0,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO,CONDUCTOR,masculino,46.0,fatal,Saturday
2021-0058,1,2021-07-21,0.0,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON,AUTO,PEATON,masculino,24.0,fatal,Wednesday
2021-0059,1,2021-07-22,1.0,"GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,femenino,44.0,fatal,Thursday
2021-0060,1,2021-07-22,12.0,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON,PASAJEROS,PEATON,femenino,80.0,fatal,Thursday
2021-0061,1,2021-07-24,9.0,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS,PEATON,femenino,55.0,fatal,Saturday
2021-0062,1,2021-07-27,7.0,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO,CARGAS,CONDUCTOR,masculino,73.0,fatal,Tuesday
2021-0063,1,2021-08-02,4.0,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,femenino,31.0,fatal,Monday
2021-0064,1,2021-08-02,20.0,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON,CARGAS,PEATON,masculino,37.0,fatal,Monday
2021-0065,1,2021-08-06,8.0,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON,PASAJEROS,PEATON,femenino,63.0,fatal,Friday
2021-0066,1,2021-08-06,20.0,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON,PASAJEROS,PEATON,masculino,59.0,fatal,Friday
2021-0067,1,2021-08-08,9.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO,CONDUCTOR,masculino,27.0,fatal,Sunday
2021-0068,1,2021-08-15,6.0,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO,CONDUCTOR,masculino,39.0,fatal,Sunday
2021-0069,1,2021-08-20,17.0,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON,AUTO,PEATON,masculino,17.0,fatal,Friday
2021-0070,1,2021-08-28,8.0,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO,CARGAS,CONDUCTOR,masculino,31.0,fatal,Saturday
2021-0071,1,2021-08-31,16.0,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON,MOTO,PEATON,masculino,88.0,fatal,Tuesday
2021-0072,1,2021-09-01,19.0,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON,AUTO,PEATON,femenino,57.0,fatal,Wednesday
2021-0073,1,2021-09-18,12.0,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA,AUTO,CICLISTA,femenino,76.0,fatal,Saturday
2021-0074,1,2021-09-20,15.0,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO,MULTIPLE,CONDUCTOR,masculino,55.0,fatal,Monday
2021-0075,1,2021-09-21,14.0,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON,CARGAS,PEATON,masculino,65.0,fatal,Tuesday
2021-0076,1,2021-10-16,6.0,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO,CONDUCTOR,masculino,31.0,fatal,Saturday
2021-0077,1,2021-10-18,7.0,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO,CARGAS,CONDUCTOR,femenino,31.0,fatal,Monday
2021-0078,1,2021-10-23,6.0,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO,PASAJEROS,CONDUCTOR,masculino,22.0,fatal,Saturday
2021-0079,1,2021-10-25,3.0,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON,AUTO,PEATON,masculino,,fatal,Monday
2021-0080,1,2021-10-28,16.0,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO,AUTO,CONDUCTOR,masculino,32.0,fatal,Thursday
2021-0081,1,2021-11-02,13.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO,CARGAS,CONDUCTOR,masculino,26.0,fatal,Tuesday
2021-0082,1,2021-11-06,4.0,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO,AUTO,CONDUCTOR,masculino,38.0,fatal,Saturday
2021-0083,1,2021-11-09,0.0,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO,AUTO,CONDUCTOR,masculino,30.0,fatal,Tuesday
2021-0084,1,2021-11-11,3.0,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,CONDUCTOR,masculino,32.0,fatal,Thursday
2021-0085,1,2021-11-20,18.0,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,CONDUCTOR,masculino,49.0,fatal,Saturday
2021-0086,1,2021-11-25,10.0,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON,PASAJEROS,PEATON,masculino,75.0,fatal,Thursday
2021-0087,1,2021-11-27,11.0,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON,BICICLETA,PEATON,femenino,73.0,fatal,Saturday
2021-0088,1,2021-12-01,15.0,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO,AUTO,CONDUCTOR,masculino,45.0,fatal,Wednesday
2021-0089,1,2021-12-02,1.0,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO,AUTO,CONDUCTOR,masculino,41.0,fatal,Thursday
2021-0090,1,2021-12-10,11.0,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON,PASAJEROS,PEATON,masculino,73.0,fatal,Friday
2021-0091,1,2021-12-11,23.0,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO,AUTO,CONDUCTOR,masculino,24.0,fatal,Saturday
2021-0092,1,2021-12-12,6.0,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON,AUTO,PEATON,femenino,50.0,fatal,Sunday
2021-0093,1,2021-12-13,17.0,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,femenino,18.0,fatal,Monday
2021-0094,1,2021-12-20,1.0,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,femenino,43.0,fatal,Monday
2021-0095,1,2021-12-30,0.0,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO,CARGAS,CONDUCTOR,masculino,27.0,fatal,Thursday
2021-0096,1,2021-12-15,10.0,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO,CARGAS,CONDUCTOR,masculino,60.0,fatal,Wednesday
2021-0097,1,2021-11-18,6.0,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA,AUTO,CICLISTA,masculino,53.0,fatal,Thursday
